movieId,title,all_tags
3949,Requiem for a Dream (2000),"romance, powerful, dark, shite, graphic, cinematography, ohsoso, emotional, cathartic, love, addiction, soundtrack, exploitative, prostitution, melodramatic, r, hysterical, dream, creative, boring, slow, television, adaptation, sad, snorricam, revenge, drama, disturbing, atmospheric, biased, divx, nauseating, heroin, painful, hulu, bd-r, intense, bd-video, ridiculous, brooklyn, traumatic, drugs, tragic, vivid, hospital, psychological, thoughtful, depressing, unrealistic, psychology, preachy, unredeemed, dreams, watched, loneliness, sex"
3950,Tigerland (2000),"louisiana, drama, anti-hero, military"
3951,Two Family House (2000),"irish, r, drama"
3952,"Contender, The (2000)","politics, political, drama, thriller"
3953,Dr. T and the Women (2000),"romance, boring, women, talky, original, terrible, comedy, ending, pointless"
3954,Just Looking (1999),"comedy, sex, voyeurism, adolescence"
3955,"Ladies Man, The (2000)","comedy, funny"
3956,Lost Souls (2000),"horror, drama, thriller, devil, supernatural"
3957,Billy Jack (1971),"action, violence, drama, indians, navajo"
3958,Billy Jack Goes to Washington (1977),"remake, camp, drama, franchise"
3959,"Time Machine, The (1960)","action, classic, bd-r, ideas, dvd-r, remade, adventure, dvd-ram, future, plot, inventor, sci-fi"
3960,Haunted (1995),"creepy, ghosts, drama, thriller, supernatural"
3961,Ghoulies (1985),"horror, campy, bd-r, ridiculous, occult, betamax, demons, vhs"
3962,Ghoulies II (1987),"horror, magic, campy, comedy, demons"
3963,"Unsinkable Molly Brown, The (1964)","bd-r, musical, broadway"
3964,"Adventures of Ichabod and Mr. Toad, The (1949)","disney, children, bd-video, animation, dvd-video, story"
3965,"Strange Love of Martha Ivers, The (1946)","noir, drama, reviewed, dvd-video, film-noir"
3966,Detour (1945),"narrated, noir, bd-r, dvd-video, crime, film-noir"
3967,Billy Elliot (2000),"musical, homosexuality, cinematography, uplifting, london, accents, gender, touching, family, grandmother, heartwarming, motivation, inspiration, humorous, neighbors, drama, poverty, unconventional, british, adolescence, sweet, miners, talent, identity, mining, england, beautiful, gey, children, charming, dancing, triumphant, kate, childhood, strike, funny, homophobia, library, ballet, inspirational, preictable, dreams, dance, boxing"
3968,Bedazzled (2000),"acting, remake, comedy, devil, dvd, scope"
3969,Pay It Forward (2000),"overrated, sad, corny, bibliothek, alcoholism, feel-good, inspirational, drama, comedy, intense, idealistic, sentimental, thought-provoking, seen, abuse, criticada"
3970,"Beyond, The (E tu vivrai nel terrore - L'aldilÃ ) (1981)","gruesome, creepy, horror, italian, lovecraft, grindhouse, lovecraftian, bd-r, disturbing, lurid, ominous, bleak, atmospheric, eerie, menacing, dvd-video, splatter"
3971,"Private Eyes, The (1981)","comedy, funny, mystery"
3972,"Legend of Drunken Master, The (Jui kuen II) (1994)","action, lying, comedy, slapstick, train, stunts, antiques, drunkenness, sequel, r, scope, fighting"
3973,Book of Shadows: Blair Witch 2 (2000),"horror, original, witch, thriller, soundtrack, mystery, confusion, crime"
3974,"Little Vampire, The (2000)","vampire, vampires, children, adventure"
3975,Lucky Numbers (2000),"comedy, pointless, drama, original"
3976,Stardom (2000),"original, comedy, drama, sports, fashion"
3977,Charlie's Angels (2000),"silly, girly, shit, action, mf, campy, cliche, comedy, whimsical, predictable, mcg, dvd, murder, privacy, sexy, slick, sexism, music, funny, upbeat, camp"
3978,"Legend of Bagger Vance, The (2000)","mentor, romance, boring, golf, drama, sports, believable"
3979,Little Nicky (2000),"hell, comedy, perverted, devil, dvd"
3980,Men of Honor (2000),"courage, inspirational, drama, racism, military, dvd, good"
3981,Red Planet (2000),"action, androids, enigmatic, scifi, dull, bd-video, avi, religion, thriller, terraforming, mars, space, colonialism, sci-fi"
3982,What's Cooking? (2000),"prejudice, food, family, drama"
3983,You Can Count on Me (2000),"accident, romance, religion, dvd-video, siblings, r, family, workplace, slow, pool, drama, realistic, infidelity, sweet, smart, dialogue, subtle, responsibility, rated-r, tragedy, overrated, uncle"
3984,Diamonds Are Forever (1971),"murder, action, bond, assassin, espionage, franchise, bd-video, thriller, adventure, vhs, btaege, homophobia"
3985,"Eagle Has Landed, The (1976)","kidnapping, romance, espionage, spies, drama, war, paratroopers, treason, german, redemption, germany, assassination, wwii, ss"
3986,"6th Day, The (2000)","action, ahnuld, futuristic, thriller, arnold, genetics, mars, clones, dvd, biology, cloning, sci-fi"
3987,Bounce (2000),"bibliothek, romance, romantic, drama"
3988,How the Grinch Stole Christmas (a.k.a. The Grinch) (2000),"acting, remake, children, homosexuality, christmas, comedy, mean, silly, dialogue, change, script, fantasy, holiday, grinch, seen, watched, heartbreaking, story"
3989,One Day in September (1999),"documentary, munich, anti-semitism, israel, palestine, police, violence, olympics, religion, islam, judaism, hostage, massacre, r, germany, terrorism"
3990,Rugrats in Paris: The Movie (2000),"children, kids, comedy, animation, family"
3991,102 Dalmatians (2000),"dogs, children, bibliothek, comedy, dog, sequel"
3992,MalÃ¨na (2000),"romance, voyeurism, masturbation, parochialism, italian, sicily, sexuaity, coming-of-age, drama, war, italy, adolescence, library, morality, teenager, wartime"
3993,Quills (2000),"romance, underrated, france, ohsoso, psychiatry, hypocrisy, morality, sadism, censorship, drama, bdsm, distinctive, flagellation, patriarchy, hulu, cdon, writers, asylum, anti-authoritarian, sex"
3994,Unbreakable (2000),"accident, shyamalan, somber, mindfuck, superhero, etaege, sci-fi, coool, comics, fresh, storytelling, rehabilitation, wheelchair, understated, drama, austere, atmospheric, eerie, predictable, dvd, unique, deliberate, buy, train, super-hero, twist, vhs, unbelievable, director-screenwriter, frightening, avi, own, theater, melancholy"
3995,Boys Life 3 (2000),drama
3996,"Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)","romance, myth, calligraphy, zang, cinematography, stylized, colourful, soundtrack, aventura, dreamlike, poetic, action, wirework, breakthroughs, hate, wuxia, drama, culture, atmospheric, flying, westernization, dvd, china, murder, beautiful, dragon, ridiculous, killer-as-protagonist, japan, kamala, nothing, elegant, tragic, poignant, overrated, lyrical, lavish, bibliothek, rousing, stunning, autumnal, allegory, alone, watched, breathtaking, crime, choreography"
3997,Dungeons & Dragons (2000),"swords, dragon, magic, dragons, cheap, fantasy, axes, adventure, dvd, imps"
3998,Proof of Life (2000),"action, drama, clearplay, r, kidnapping"
3999,Vertical Limit (2000),"action, himalayas, cheesy, nature, adventure, siddig, alpinism, extreme"
4000,"Bounty, The (1984)","drama, factual, historical, betamax, adventure"
4001,Code of Silence (1985),"betamax, action, police, chicago"
4002,"Planes, Trains & Automobiles (1987)","outdated, planes, trains, comedy, clv, reviewed, language, thanksgiving, travel"
4003,She's Having a Baby (1988),"comedy, parenthood, betamax, teen, pregnancy, marriage"
4004,Secrets of the Heart (Secretos del CorazÃ³n) (1997),drama
4005,"Living Daylights, The (1987)","murder, action, england, bond, assassin, espionage, cellos, franchise, nudity, bd-video, vhs, thriller, pipeline, austria, adventure, spies, scope, morocco"
4006,Transformers: The Movie (1986),"children, slow, mood, animation, stupid, humour, robots, ugly, adventure, bittunes, sci-fi"
4007,Wall Street (1987),"business, materialism, ambition, drama, greed, finance, corruption, idealism"
4008,Born on the Fourth of July (1989),"boring, anti-war, vietnam, activist, clv, drama, war, institutions, dvd, politics"
4009,Talk Radio (1988),"clv, drama, texas, radio, censorship"
4010,Brewster's Millions (1985),"insightful, comedy, greed, betamax, funny, homeless"
4011,Snatch (2000),"dogs, tattoo, derivative, fun, ending, quirky, stylized, soundtrack, r, criminal, cliche, heist, comedy, stereotypes, british, l, divx, debt, dvd, england, fast-paced, acting, suicide, dialogue, thriller, frantic, criminals, complicated, goofy, funny, betting, cynical, fighting, low-brow, gangster, slick, villain, banter, macho, narrated, frivolous, pigs, stylish, own, clever, diamonds, owned, watched, boxing, bright, crime, madcap, hilarious"
4012,Punchline (1988),"comedy, drama"
4013,Mr. Accident (2000),comedy
4014,Chocolat (2000),"romance, france, chocolate, quirky, history, colourful, prejudice, family, atheism, pleasure, drama, naive, sweet, delicious, remake, kate, kindness, puritan, annemari, cute, food, overrated, magic, bibliothek, feel-good, own, refreshing, love, chocolat, irreligion, french, tolerance"
4015,"Dude, Where's My Car? (2000)","crap, silly, stupidity, dumb, teen, zoltan, humor, sci-fi, comedy, humorous, cars, funfunfun, stupid, interesting, tattoos, stoner, shallow, bad, owned, aliens, hilarious"
4016,"Emperor's New Groove, The (2000)","cartoon, disney, witch, friendship, comedy, animation, fantasy, transformation, okay, children, ageism, adventure, funny, llama, empty, avi, g, watched, witty, get"
4017,Pollock (2000),"biographical, manchurian, drama, ohsoso, artist, art, biopic, adultery"
4018,What Women Want (2000),"romance, women, classic, comedy, telepathy, stereotypes, stupid, funny"
4019,Finding Forrester (2000),"mentor, ytmnd, boring, friendship, inspirational, drama, writers, brilliant, inspiring, writing, moving, books, basketball"
4020,"Gift, The (2000)","psychic, thriller, scary, supernatural, blanchett"
4021,Before Night Falls (2000),"interesting, homosexuality, bibliothek, biographical, drama, biography, writers, seen, cuba, gay, poets"
4022,Cast Away (2000),"island, ending, lengthy, wilson, jen, boring, characters, stranded, drama, unique, survival, acting, cars, life-changing, ingenuity, bd-video, dialogue, marooned, script, philosophy, adventure, psychological, mom, watch-again, owned, loneliness, story, get, dad"
4023,"Family Man, The (2000)","romance, characters, comedy, ending, drama, plot, destiny, life"
4024,"House of Mirth, The (2000)",romance
4025,Miss Congeniality (2000),"comedy, pageant, drama, ridiculous, crime"
4026,Nowhere to Hide (Injeong sajeong bol geot eobtda) (1999),"action, visual, comedy, thriller, stylish, crime"
4027,"O Brother, Where Art Thou? (2000)","country, musical, odysseus, qube, tv, quirky, fugitive, soundtrack, homeros, favorite, adaptation, old-timey, comedy, watch, racism, governor, escape, baptism, odyssey, prisoners, bd-r, quoter, special, dialogue, adventure, vhs, homerus, frog, favorites, music, epic, bluegrass, own, theater, funny, obsession, crime"
4028,Songcatcher (2000),"romance, appalachia, music, drama, musicians, musicologist, musicology, singing, backwoods"
4029,State and Main (2000),"comedy, dialogue, drama, movies, clearplay, r"
4030,Dracula 2000 (2000),"horror, werewolves, vampire, gothic, twist, dvd, vampires"
4031,All the Pretty Horses (2000),"horses, romance, western, drama, cinematography"
4032,"Everlasting Piece, An (2000)","comedy, irish, puttrig, ireland"
4033,Thirteen Days (2000),"long, bibliothek, drama, war, overemphasis, thriller, historical, history, own, tense, hisotrical, politics, political"
4034,Traffic (2000),"kids, interconnection, sweeping, mexico, forceful, clearplay, stylized, addiction, gritty, police, r, usa, drama, tense, corruption, realistic, dvd, politics, criterion, kate, matter-of-fact, tracy, katie, thriller, drugs, vhs, confrontational, courtroom, assassin, trial, government, court, betrayal, own, theater, watch-again, assassination, crime, annemari"
4035,"Claim, The (2000)","western, romance, original"
4036,Shadow of the Vampire (2000),"filming, horror, original, vampire, drama, dvd-video, vampires"
4037,House of Games (1987),"characters, gambling, thriller, betamax, poker, middlebrow, twisted, predictable, dvd-video, mystery, uncomplicated, rated-r, criterion, crime, film-noir, mamet"
4038,Kill Me Again (1989),"noir, drama, thriller, mob, neo-noir, crime"
4039,Annie (1982),"musical, children, classic, unbearable, broadway, stageplay"
4040,Don't Tell Mom the Babysitter's Dead (1991),"comedy, children, kids"
4041,"Officer and a Gentleman, An (1982)","romance, overrated, clv, romantic, drama, idiotic, emotional, betamax, military, touching"
4042,"Alamo, The (1960)","action, todd-ao, western, drama, war, historical, history, untruthful, seen"
4043,At Close Range (1986),"betamax, drama, crime"
4044,Breaker! Breaker! (1977),"dvd, action, crime, adventure"
4045,Breakheart Pass (1975),"action, western, thriller, train, intrigue, adventure, gunfight"
4046,Friendly Persuasion (1956),"romance, quakers, bd-r, comedy, drama, religion, gunfight"
4047,Gettysburg (1993),"mtskaf, patriotic, clv, gettysburge, drama, war, historical, history"
4048,Imaginary Crimes (1994),"redemption, death, drama, parenthood"
4049,Rancho Deluxe (1975),"western, comedy, harsh, gunfight"
4050,"St. Francisville Experiment, The (2000)","horror, thriller"
4051,Horrors of Spider Island (Ein Toter Hing im Netz) (1960),"horror, island, stranded, mutation, radiation, dvd-video, b-movie, spiders, sci-fi"
4052,Antitrust (2001),"murder, computers, business, geeks, conspiracy, sg, drama, thriller, theft, dvd, crime"
4053,Double Take (2001),"action, comedy, chase, original"
4054,Save the Last Dance (2001),"romance, dancing, drama, dance, ballet"
4055,Panic (2000),"comedy, drama, thriller, psychology, hitman"
4056,"Pledge, The (2001)","pace, bibliothek, premise, drama, thriller, mystery, heartbreaking, obsession, crime"
4057,Kids World (2000),"comedy, children, adventure"
4058,"Personals, The (Zheng hun qi shi) (1998)",drama
4059,"Amati Girls, The (2000)",drama
4060,Love Field (1992),"intimate, segregation, assassination, drama"
4061,"Man in the Moon, The (1991)","beautiful, romance, clv, drama, touching"
4062,Mystic Pizza (1988),"comedy, romance, drama"
4063,Prelude to a Kiss (1992),"romance, comedy, drama, love, sappy"
4064,Coffy (1973),"action, violence, revenge, thriller, boobs, drugs, prostitution, vigilante, police, exploitation, crime, blaxploitation"
4065,Foxy Brown (1974),"action, gritty, ironic, visceral, vengeance, sexy, revenge, bd-r, drama, cathartic, flashy, forceful, tense, drugs, vigilante, prostitution, crime, blaxploitation"
4066,I'm Gonna Git You Sucka (1988),"action, spoof, comedy, parody, blaxploitation"
4067,Untamed Heart (1993),"romance, christmas, romantic, drama, love"
4068,Sugar & Spice (2001),"cheerleading, comedy, cheerleaders, crime"
4069,"Wedding Planner, The (2001)","romance, boring, bibliothek, comedy, silly, romantic, scrabble, predictable, funny, tolerable, chemistry"
4070,Amy (1998),"comedy, drama"
4071,Dog Run (1996),drama
4072,Faithless (TrolÃ¶sa) (2000),"romance, slow, psychological, drama, emotions, contemplative, realistic, swedish, infidelity, loneliness, adultery, characterization"
4073,"Invisible Circus, The (2001)","romance, sisters, drama, death"
4074,"Legend of Rita, The (Stille nach dem SchuÃ, Die) (1999)","germany, drama, german"
4075,"Monkey's Tale, A (ChÃ¢teau des singes, Le) (1999)","children, animation"
4076,Two Ninas (1999),"comedy, romance"
4077,"With a Friend Like Harry... (Harry, un ami qui vous veut du bien) (2000)","psychological, psychopaths, drama, thriller, suspenseful, cool, obsession"
4078,Amazing Grace and Chuck (1987),"weapons, feel-good, drama, sports, betamax"
4079,Amazon Women on the Moon (1987),"spoof, comedy, betamax, parody, dvd-video, sci-fi"
4080,Baby Boom (1987),"workplace, women, comedy, betamax, baby, destiny"
4081,Back to the Beach (1987),"betamax, comedy, original"
4082,Barfly (1987),"romance, bukowsky, comedy, alcoholism, biographical, drama, poetry, betamax, hopeless, drunkard, drinking, booze"
4083,Best Seller (1987),"mentor, violence, thriller, betamax, violent"
4084,Beverly Hills Cop II (1987),"action, bullshitting, comedy, clv, sequel, thriller, funny, sequels, police, crime"
4085,Beverly Hills Cop (1984),"beatles, action, chase, bullshitting, comedy, bd-video, clv, drama, dialogue, vhs, detective, funny, btaege, police, crime, hollywood"
4086,"Big Easy, The (1987)","action, romance, louisiana, sexy, thriller, betamax, clearplay, corruption, mystery, police, r, crime"
4087,Big Shots (1987),"children, kids, comedy, betamax, adventure, family"
4088,"Big Town, The (1987)","betamax, romance, drama, thriller"
4089,Born in East L.A. (1987),"comedy, mexico, immigrants, deportation, betamax, drugs, hilarious"
4090,"Brave Little Toaster, The (1987)","children, animation, songs, childhood, simple, trippy, cartoon, repetitive, commerce, nostalgic, technology"
4091,Can't Buy Me Love (1987),"beatles, romance, highschool, cheerleading, comedy, teen"
4092,Cherry 2000 (1987),"dystopia, romance, androids, futuristic, betamax, robots, post-apocalyptic, dvd-video, sci-fi"
4093,Cop (1988),"betamax, detective, thriller"
4094,Critical Condition (1987),"original, comedy, betamax, hospital, doctors"
4095,Cry Freedom (1987),"segregation, prison, drama, journalism, reviewed, apartheid, betamax, lesbian, africa, colonialism"
4096,"Curse, The (a.k.a. The Farm) (1987)","horror, vhs, sci-fi"
4097,Dead of Winter (1987),"creepy, horror, thriller, betamax, tense"
4098,"Dead, The (1987)","masterpiece, existentialism, drama"
4099,Death Before Dishonor (1987),"betamax, action, drama, grindhouse"
4100,Disorderlies (1987),"betamax, comedy, original"
4101,Dogs in Space (1987),"australian, melbourne, awesome, drama, punk, betamax, ballarat, funny, richmond"
4102,Eddie Murphy Raw (1987),"documentary, homophobic, comedy, funny, homophobia, hilarious"
4103,Empire of the Sun (1987),"action, sad, speilberg, depressing, mascot, prison, clv, zzz, drama, war, japan, reviewed, cinematography, adventure, btaege, china, wwii, lonely"
4104,Ernest Goes to Camp (1987),"comedy, light, goofy, camp, madcap"
4105,"Evil Dead, The (1981)","demons, masterpiece, action, campy, necronomicon, comedy, despair, evolution, fantasy, undead, possession, wilderness, thriller, occult, gory, zombies, zombie, splatter, gruesome, horror, heroic, off-beat, stylish, controversial, own, funny, isolation, rape"
4106,Extreme Prejudice (1987),"betamax, action, gunfight"
4107,Family Viewing (1987),drama
4108,Five Corners (1987),"understated, drama, quirky, dvd-video, criterion, crime"
4109,Flowers in the Attic (1987),"betamax, books, drama, thriller"
4110,"Fourth Protocol, The (1987)","murder, death, chase, espionage, airbase, conspiracy, russian, spying, thriller, london, spy, shooting"
4111,Gardens of Stone (1987),"betamax, drama, war"
4112,Julia and Julia (Giulia e Giulia) (1987),"booring, drama, thriller, betamax, mystery"
4113,"Glass Menagerie, The (1987)","adaptation, drama"
4114,"Good Morning, Babylon (1987)","drama, vhs"
4115,Hiding Out (1987),"betamax, comedy, teen, crying"
4116,Hollywood Shuffle (1987),"actors, comedy, to-rent, betamax, parody"
4117,Hope and Glory (1987),"england, clv, drama, betamax, london, wwii, wartime"
4118,Hot Pursuit (1987),"betamax, comedy, chase"
4119,Housekeeping (1987),"comedy, drama, betamax, runaway, intimate"
4120,Hunk (1987),"comedy, nerd, muscle, transformation, devil"
4121,Innerspace (1987),"action, bd-r, comedy, adventure, seen, sci-fi"
4122,Ironweed (1987),"downbeat, alcoholism, drama, betamax, homeless"
4123,Ishtar (1987),"betamax, comedy, original, horrible"
4124,Jaws: The Revenge (1987),"horror, underwater, franchise, shark, ridiculous, thriller, betamax, sequel, bahamas"
4125,Leonard Part 6 (1987),"original, comedy, idiotic, predictable, sci-fi"
4126,Less Than Zero (1987),"betamax, drama, drugs, friendship"
4127,"Like Father, Like Son (1987)","mentor, comedy, betamax, original"
4128,"Lost Boys, The (1987)","comics, dogs, horror, brothers, teenagers, siblings, comedy, clv, vampire, thriller, motorcycle, adolescence, grandfather, flying, dvd, vampires, camp"
4129,Made in Heaven (1987),"romance, reincarnation, angel, clv, betamax, fantasy, heaven, love"
4130,Maid to Order (1987),"betamax, comedy, fantasy, family"
4131,Making Mr. Right (1987),"romance, androids, scifi, comedy, betamax, dvd-ram, sci-fi"
4132,Mannequin (1987),"comedy, romance, romantic"
4133,Masters of the Universe (1987),"action, campy, muscle, betamax, fantasy, skeletor, whipping, adventure, he-man, sci-fi"
4134,Million Dollar Mystery (1987),comedy
4135,"Monster Squad, The (1987)","vampires, horror, monster, werewolves, comedy, monsters, betamax, adventure, funny, seen, rudy"
4136,"Month in the Country, A (1987)","intimate, drama"
4137,Morgan Stewart's Coming Home (1987),"betamax, comedy, teen"
4138,My Demon Lover (1987),"horror, comedy, betamax, demons, splatter"
4139,No Man's Land (1987),"cars, drama, betamax, crime, youtube"
4140,North Shore (1987),"mentor, romance, surfing, drama, hawaii"
4141,Head Over Heels (2001),"comedy, romance, romantic, naive"
4142,Left Behind: The Movie (2000),"god, christian, religion, jesus, action, storytelling, drama, biblical, apocalypse, christianity, acting, dialogue, thriller, rapture, script, adventure, bible, salvation, propaganda"
4143,Valentine (2001),"horror, slasher, mystery"
4144,In the Mood For Love (Fa yeung nin wa) (2000),"romance, pg, costumes, melancholic, desire, stylized, soundtrack, masterpiece, understated, neighbors, drama, retro, longing, atmospheric, nocturnal, confusing, criterion, adultery, apartment, moody, bd-video, authentic, elegant, vday, loneliness, music, affair, love, intimate, melancholy, chinese"
4145,Fever (1999),thriller
4146,"Million Dollar Hotel, The (2001)","action, romance, special, drama, weird, mystery, dvd-video"
4147,Nico and Dani (KrÃ¡mpack) (2000),"romance, sexuality, homosexuality, comedy, spanish, drama, adolescence, firendship, gay, rape"
4148,Hannibal (2001),"somber, disgusting, clearplay, stylized, r, torture, italy, boring, revenge, disturbing, atmospheric, sequel, thriller, cannibalism, vhs, menacing, goth, cannibals, slick, horror, cruel, florence, psychology, theater, owned, btaege"
4149,Saving Silverman (Evil Woman) (2001),"romance, comedy, silly, stupidity, funny"
4150,Signs & Wonders (2001),drama
4151,"Taste of Others, The (Le goÃ»t des autres) (2000)","romance, relationships, melancholic, comedy, warm, drama, funny, loneliness, good, great"
4152,Vatel (2000),"france, chefs, drama"
4153,Down to Earth (2001),"romance, remake, comedy, reincarnation, fantasy"
4154,Recess: School's Out (2001),"disney, children, kids, animation, cartoon"
4155,Sweet November (2001),"romance, sad, cliche, romantic, drama"
4156,Company Man (2000),"comedy, espionage, original, funny"
4157,"Price of Milk, The (2000)","romance, comedy, drama, whimsical, fantasy"
4158,Monkeybone (2001),"comedy, animation, fantasy, surreal, weird"
4159,3000 Miles to Graceland (2001),"action, sexuality, heist, thriller, r, violent"
4160,"Widow of St. Pierre, The (Veuve de Saint-Pierre, La) (2000)","horses, romance, conscience, ethical, island, government, elegant, drama, village, transformation, solidarity, expiation, compassionate, passionate, convicts, captain"
4161,"Mexican, The (2001)","action, boring, fate, comedy, mexico, avi, flashback, clearplay, caper, r, crime"
4162,See Spot Run (2001),"comedy, dog"
4163,Carman: The Champion (2001),"action, drama"
4164,"Caveman's Valentine, The (2001)","homeless, drama"
4165,"Me You Them (Eu, Tu, Eles) (2000)","foreign, romance, intimate, comedy, drama, loneliness"
4166,Series 7: The Contenders (2001),"enjoyable, action, television, drama, disturbing, satire, violent"
4167,15 Minutes (2001),"murder, violence, humorous, thriller, suspense"
4168,Get Over It (2001),"romance, teens, comedy, teen, shakespeare"
4169,Blow Dry (a.k.a. Never Better) (2001),"england, comedy, british"
4170,Hit and Runway (1999),comedy
4171,Long Night's Journey Into Day (2000),"documentary, segregation, apartheid, racism, africa"
4172,Simon Magus (1999),"fantasy, romance, drama, mystery"
4173,When Brendan Met Trudy (2000),"irish, romance, heartwarming, kleptomaniac, original, singer, comedy, choir"
4174,Avalon (1990),"television, bd-r, immigrants, ontoleptic, drama, entrepreneurs, salespeople, thanksgiving, family"
4175,Gray's Anatomy (1996),"storytelling, visual, comedy, drama, criterion"
4176,Madadayo (a.k.a. Not Yet) (1993),"melancholic, drama, japan, dvd-video, criterion"
4177,"Mirror Crack'd, The (1980)","murder, adaptation, thriller, mystery, crime"
4178,Of Mice and Men (1939),"rabbits, classic, bd-r, drama, humane, vagabond"
4179,Pixote (1981),"brutality, drama, childhood"
4180,Reform School Girls (1986),"action, nudity, spoof, prison, drama, betamax, pornography"
4181,Tapeheads (1988),"bd-r, comedy, music"
4182,Tuff Turf (1985),drama
4183,"Unbelievable Truth, The (1989)","comedy, dialogue, drama, honest, dvd-video"
4184,"Bishop's Wife, The (1947)","romance, bishop, christmas, classic, bd-r, comedy, angel, drama, holiday, marriage, adultery"
4185,Elvis: That's the Way It Is (1970),documentary
4186,"Fortune Cookie, The (1966)","romance, comedy, drama, greed, dvd-r, dvd-video, lawyers"
4187,Lilies of the Field (1963),"overrated, slow, religious, drama, catholic, singing, construction, kindness, drinking, chapel"
4188,Hans Christian Andersen (1952),"musical, children, unhistorical, bd-r, writers, biopic, ballet"
4189,"Greatest Story Ever Told, The (1965)","slow, long, bd-r, drama, christian, religion, dvd-r, biblical, dvd-ram, jesus, bible, christianity"
4190,Elmer Gantry (1960),"preacher, clv, drama, religion, revival, dvd-video, christianity"
4191,Alfie (1966),"romance, sexuality, relationships, intimate, comedy, bd-r, drama, bachelorhood, loneliness"
4192,Demetrius and the Gladiators (1954),"bd-r, rome, drama, christian, sequels"
4193,"Fantasticks, The (1995)","musical, comedy, music, circus, broadway, funny"
4194,I Know Where I'm Going! (1945),"romance, lyrical, wry, reflective, drama, war, atmospheric, gentle, witty, criterion, affectionate"
4195,"Abominable Dr. Phibes, The (1971)","horror, concept, campy, bd-r, revenge, clv, dvd-r, atmospheric, mystery, dvd-ram, bible, doctors, plagues"
4196,"Die, Monster, Die! (1965)","creepy, horror, dvd-ram, mystery, scary, sci-fi"
4197,Real Life (1979),"bd-r, comedy, satirical"
4198,Battle Beyond the Stars (1980),"betamax, space, sci-fi"
4199,Death Warrant (1990),action
4200,Double Impact (1991),"twins, action, siblings, revenge"
4201,"End, The (1978)","bd-r, comedy, betamax, dumb, funny"
4202,Fuzz (1972),drama
4203,Harley Davidson and the Marlboro Man (1991),"action, friendship, understated, drama, motorcycle, bikers, crime"
4204,Losin' It (1983),"comedy, virginity, teen"
4205,Mermaids (1990),"romance, comedy, coming-of-age, drama, cher"
4206,"Mighty Quinn, The (1989)","mystery, jamaica, police, crime, caribbean"
4207,Navy Seals (1990),"action, war, adventure, military, nostalgia"
4208,Unmade Beds (1997),"loneliness, documentary, criterion"
4209,Rated X (2000),"brothers, drama, drugs, pornography"
4210,Manhunter (1986),"creepy, outdated, detectives, dark, ominous, stylized, action, drama, disturbing, tense, atmospheric, murder, visceral, visual, clv, thriller, remade, menacing, fbi, horror, crime"
4211,Reversal of Fortune (1990),"murder, clv, drama, reviewed, aristocracy, lawyers, courtroom"
4212,Death on the Nile (1978),"murder, bd-r, crime, mystery"
4213,Deepstar Six (1989),"alien, horror, monsters, thriller, vhs, sci-fi"
4214,Revenge of the Nerds (1984),"geeks, teens, franchise, comedy, college, arizona, betamax, teen, nerds, fraternity"
4215,Revenge of the Nerds II: Nerds in Paradise (1987),"comedy, betamax, nerds, sequels, sequel, fraternity"
4216,Longtime Companion (1990),"homosexuality, actors, fear, drama, aids, gay, hospital"
4217,4 Little Girls (1997),"segregation, documentary, intimate"
4218,River's Edge (1986),"murder, drama, betrayal, betamax, vhs, homicide, cheating, crime"
4219,Girls Just Want to Have Fun (1985),"betamax, comedy, romance, dancing"
4220,"Longest Yard, The (1974)","violence, cheerleading, comedy, football, sports, remade"
4221,Necessary Roughness (1991),"comedy, football, underdog, college, clv, sports"
4222,C.H.U.D. (1984),"horror, monster, betamax, homeless, mutants"
4223,Enemy at the Gates (2001),"army, clearplay, russia, sniper, dvd-video, r, ruins, wwii, nazis, long, drama, war, dvd, suspense, heroic, snipers, brutal, own, sex"
4224,Exit Wounds (2001),"action, thriller"
4225,"Dish, The (2001)","australian, comedy, australia, btaege, nasa"
4226,Memento (2000),"accident, originality, dark, mindfuck, stylized, neo-noir, r, favorite, paranoia, watch, paranoid, identity, plot, flashbacks, memory, cerebral, amnesia, bleak, psychoanalysis, story, memoria, clearplay, mystery, dreamlike, storytelling, attachment, tense, gimmicky, death, thriller, twist, psichological, circular, interesting, psychological, groundbreaking, investigation, original, complex, ending, time, gritty, homocide, revenge, nonlinear, confusing, deliberate, meandering, complicated, semiotic, anders, unclear, overrated, thoughtful, narrated, ontoleptic, avi, whodunnit, genius, owned, non-linear, tattoo, crimen, dvd-video, drags, boring, hypertextual, dvd, unique, backwards, violence, special, reverse, metaplot, psychothriller, scope, psychology"
4227,"Brothers, The (2001)","women, relationships, comedy, drama, stereotypes"
4228,Heartbreakers (2001),"comedy, romance, crime, con"
4229,Say It Isn't So (2001),"comedy, romance, dumb, funny"
4230,Too Much Sleep (1997),comedy
4231,Someone Like You (2001),"comedy, romance, romantic"
4232,Spy Kids (2001),"action, children, kids, storytelling, comedy, fun, silly, spying, gadgets, austin, atmospheric, clever, adventure, funny, witty, family, heart"
4233,Tomcats (2001),comedy
4234,"Tailor of Panama, The (2001)","boring, espionage, panama, drama, spying, thriller, clearplay, cheesey, lies, spy, r"
