movie_id,title,all_tags
2178,Frenzy (1972),"murder, frightening, dvd-video, thriller, hitchcock, strangulation"
2179,Topaz (1969),"spying, espionage, dvd-video, betamax, thriller, hitchcock, dull"
2180,Torn Curtain (1966),"espionage, murder, avi, dvd-video, defection, thriller, flawed, hitchcock, get"
2181,Marnie (1964),"mystery, drama, obsession, kleptomaniac, dvd-video, romance, thriller, hitchcock, sexism, dishonesty, psychological"
2182,"Wrong Man, The (1956)","have, film-noir, drama, bd-r, dvd-ram, dramatic, thriller, hitchcock, tcm"
2183,"Man Who Knew Too Much, The (1956)","morocco, murder, classic, betamax, drama, london, dvd-video, adventure, dvd-ram, hitchcock, remake, kidnapping, mystery, vistavision, assassination, cinematography, thriller, espionage, assassin"
2184,"Trouble with Harry, The (1955)","mystery, comedy, vistavision, bd-r, dvd-video, betamax, dvd-ram, cinematography, death, hitchcock"
2185,I Confess (1953),"thriller, bd-r, hitchcock, clv"
2186,Strangers on a Train (1951),"unrealistic, film-noir, crime, drama, murder, slow, homosexuality, bd-r, classic, reviewed, thriller, corny, trains, hitchcock, tennis, good, cheesy"
2187,Stage Fright (1950),"mystery, murder, actors, theater, underrated, bd-r, romance, thriller, noir, hitchcock"
2188,54 (1998),"original, drama"
2189,I Married A Strange Person! (1997),"comedy, animation, surreal, fantasy, weird, sci-fi"
2190,Why Do Fools Fall In Love? (1998),"biopic, women, drama"
2191,"Merry War, A (1997)","life, comedy"
2192,See the Sea (1997),"enigmatic, pornography, thriller, melancholic"
2193,Willow (1988),"witches, magic, outdated, wizards, dragons, dragon, clv, adventure, romance, betamax, plot, characters, want, predictable, action, fantasy, witchcraft"
2194,"Untouchables, The (1987)","historical, mafia, script, re-watch, bibliothek, acting, crime, drama, post-modern, police, clearplay, prohibition, corruption, dvd, story, gansters, gangsterfilm, library, r, clv, capone, want, gangsters, divx, gangster, none, violence, action"
2195,Dirty Work (1998),"comedy, funny"
2196,Knock Off (1998),action
2197,Firelight (1997),"kaf, romance, drama"
2198,Modulations (1998),"music, dance, documentary, musicians"
2199,Phoenix (1998),"crime, drama, heist"
2200,Under Capricorn (1949),"complex, bd-r, drama, hitchcock"
2201,"Paradine Case, The (1947)","murder, drama, hitchcock, courtroom"
2202,Lifeboat (1944),"survival, claustrophobic, drama, bd-r, reviewed, overrated, hitchcock, war, wartime"
2203,Shadow of a Doubt (1943),"moody, crime, drama, creepy, classic, dvd-video, thriller, trains, hitchcock, cynical, disturbing, tense"
2204,Saboteur (1942),"chase, mystery, espionage, dvd-video, adventure, thriller, hitchcock, sabotage"
2205,Mr. & Mrs. Smith (1941),"comedy, bd-r, clv, romance, marriage, hitchcock, screwball"
2206,Suspicion (1941),"film-noir, mystery, sleepy, obsession, bd-r, reviewed, thriller, hitchcock, paranoia, dread"
2207,Jamaica Inn (1939),"runaway, drama, hitchcock, dvd-video"
2208,"Lady Vanishes, The (1938)","mystery, train, drama, bd-r, classic, dvd-video, thriller, hitchcock, criterion"
2209,Young and Innocent (1937),"comedy, crime, murder, dvd-video, thriller, hitchcock"
2210,Sabotage (1936),"espionage, london, dvd-video, thriller, hitchcock, suspense, anarchism, england"
2211,Secret Agent (1936),"spying, espionage, dvd-video, thriller, hitchcock"
2212,"Man Who Knew Too Much, The (1934)","assassination, drama, fullscreen, dvd-video, thriller, hitchcock, criterion, kidnapping"
2213,Waltzes from Vienna (1933),"musical, comedy, musicians"
2214,Number Seventeen (a.k.a. Number 17) (1932),"chase, bd-r, dvd-video, thriller, hitchcock, suspense"
2215,Rich and Strange (1931),"comedy, bd-r, dvd-video, romance, talky, hitchcock, suspense"
2216,"Skin Game, The (1931)","drama, dvd-video"
2217,Elstree Calling (1930),"musical, comedy"
2218,Juno and the Paycock (1930),"boring, drama, dvd-video"
2219,Murder! (1930),"mystery, murder, bd-r, thriller, hitchcock"
2220,"Manxman, The (1929)","bd-r, drama, dvd-video"
2221,Blackmail (1929),"drama, silent, bd-r, dvd-video, thriller, talky, hitchcock"
2222,Champagne (1928),"comedy, dvd-video"
2223,"Farmer's Wife, The (1928)","comedy, bd-r, dvd-video"
2224,Downhill (1927),drama
2225,Easy Virtue (1928),"remade, drama, dvd-video"
2226,"Ring, The (1927)","drama, silent, bd-r, dvd-video, hitchcock, suspense"
2227,"Lodger: A Story of the London Fog, The (1927)","crime, drama, silent, bd-r, dvd-video, thriller, talky, hitchcock"
2229,"Pleasure Garden, The (1925)",drama
2230,Always Tell Your Wife (1914),"short, comedy"
2231,Rounders (1998),"dvd-r, drama, narrated, gambling, money, language, poker, cards, holdem, dvd, mentor"
2232,Cube (1997),"maze, brutality, thrilling, disgusting, intense, sick, gory, non-us, traps, ohsoso, absorbing, room, kammerspiel, cube, foreign, escape, existentialism, brutal, dvd, mindfuck, psychological, numbers, psychology, wtf, survival, mystery, claustrophobic, nihilism, thriller, mathematics, original, paranoia, kaf, scifi, innovative, horror, stuck, twist, gore, bizar, psychologial, weird, sci-fi"
2233,Digging to China (1998),drama
2234,Let's Talk About Sex (1998),"women, pornography, drama, sexual"
2235,One Man's Hero (1999),"history, mexico, drama, war"
2236,Simon Birch (1998),"sentimental, touching, drama"
2237,Without Limits (1998),"drama, biography, sports, olympics, racing, long"
2238,Seven Beauties (Pasqualino Settebellezze) (1976),"quirky, comedy, bleak, drama, madcap, wry, biting, cynical, fascism, irreverent, disturbing, satirical"
2239,Swept Away (Travolti da un insolito destino nell'azzurro mare d'Agosto) (1975),"pornography, comedy, passionate, drama"
2240,My Bodyguard (1980),"teen, betamax, drama"
2241,Class (1983),"teen, betamax, adolescence, comedy"
2242,"Grandview, U.S.A. (1984)","bdsm, betamax, plot, drama"
2243,Broadcast News (1987),"journalism, comedy, drama, television, betamax, romance, dvd-video, criterion"
2244,"Allnighter, The (1987)","romance, comedy"
2245,Working Girl (1988),"comedy, drama, infidelity, business, clv, romance, good, setting"
2246,Stars and Bars (1988),"grindhouse, comedy, goretastic, romance, original, action"
2247,Married to the Mob (1988),"comedy, delightful, fbi, mob, mafia, clv, betamax, demme"
2248,Say Anything... (1989),"iconic, betamax, sweet, idealistic, romantic, ending, scholarship, drama, teens, dvd-video, seet, overrated, taxes, graduation, teen, comedy, kickboxing, romance, bd-video, get, charming, funny"
2249,My Blue Heaven (1990),"comedy, mob, mafia, suburbia, own, goofy, adultery"
2250,Men Don't Leave (1990),"bittersweet, drama"
2251,"Cabinet of Dr. Ramirez, The (1991)",comedy
2252,Hero (1992),"comedy, drama, clv, homeless, feel-good, redemption"
2253,Toys (1992),"music, comedy, satire, dreamlike, business, kind, toys, clv, cult, surreal, pixar, fantasy"
2254,Choices (1981),drama
2255,Young Doctors in Love (1982),"betamax, comedy, spoof, parody"
2256,Parasite (1982),"splatter, stereovision, horror, betamax, futuristic, sci-fi"
2257,No Small Affair (1984),"teen, romance, comedy, betamax"
2258,"Master, The (1984)","action, ninja"
2259,Blame It on Rio (1984),"comedy, sexy, betamax, romance, romp"
2260,Wisdom (1986),"crime, drama, betamax, original, fantasy"
2261,One Crazy Summer (1986),"quirky, comedy, geeks, vhs, betamax, goofy, underdog"
2262,About Last Night... (1986),"comedy, drama, break-up, dvd-video, betamax, romance, romantic, insecurity, relationships"
2263,"Seventh Sign, The (1988)","supernatural, drama, biblical, clv, thriller, fantasy, religion, christianity"
2264,We're No Angels (1989),"comedy, crime, cheating, original, remake"
2265,Nothing But Trouble (1991),"chase, comedy, adventure, silly, pennsylvania, punishment"
2266,"Butcher's Wife, The (1991)","comedy, destiny, clv, clarivoyance, romance, romantic"
2267,Mortal Thoughts (1991),"mystery, thriller, clv"
2268,"Few Good Men, A (1992)","murder, lawyers, classic, court, forceful, usa, crime, drama, secrets, conspriacy, watch, fdbdshgfhv, own, corruption, foqam, slick, tense, earnest, stage, cruise, law, morality, courtroom, clv, thriller, lawyer, conspiracy, quotable, military, theater, army, bd-video, talky"
2269,Indecent Proposal (1993),"drama, clv, romance, bd-video, love, adultery, interesting"
2270,"Century of Cinema, A (1994)",documentary
2271,Permanent Midnight (1998),"redemption, depravity, drama, biography, absurdity, television, drugs, addiction"
2272,One True Thing (1998),"cancer, drama, reviewed"
2273,Rush Hour (1998),"comedy, crime, police, violence, dvd-video, chinese, thriller, action, franchise, funny, kidnapping"
2274,Lilian's Story (1995),drama
2275,Six-String Samurai (1998),"retarded, guitar, southwest, desert, adventure, post-apocalyptic, west, action, sci-fi, cheesy"
2276,"Soldier's Daughter Never Cries, A (1998)","adoption, drama, relationships"
2277,Somewhere in the City (1998),"comedy, drama"
2278,Ronin (1998),"chase, crime, cars, alone, bibliothek, cool, thriller, france, action, intelligent"
2279,Urban Legend (1998),"thriller, slasher, horror"
2280,Clay Pigeons (1998),"crime, murder"
2281,Monument Ave. (1998),"crime, drama, murder, drinking, guns, irish, cocaine, gangsters, action, boston"
2282,Pecker (1998),"comedy, drama, bd-r, original, art, photography, weird"
2283,"Sheltering Sky, The (1990)","cinematography, drama, melancholic"
2284,Bandit Queen (1994),"brutality, drama, poverty, sad, racism, indians, foreign"
2285,If.... (1968),"rebellion, drama, satire, surrealism, criterion"
2286,"Fiendish Plot of Dr. Fu Manchu, The (1980)","original, comedy, parody"
2287,Them! (1954),"ants, horror, bd-r, betamax, wilhelm, thriller, sci-fi, scifi"
2288,"Thing, The (1982)","sex, scope, thought-out, mtskaf, classic, lovecraftian, betamax, arktis, prosthetics, gory, antarctica, trust, violent, snow, alien, antartica, wintry, lovecraft, remake, shape, dvd, polar, psychological, claustrophobic, clv, intersubjectivity, solipsism, thriller, watched, paranoia, cold, isolation, annemari, horror, gore, aliens, blood, disturbing, action, sci-fi"
2289,"Player, The (1992)","deadpan, cameo-fest, usa, crime, drama, satire, business, hollywood, sardonic, reviewed, dvd-video, cynical, rent, clv, altman, satirical, comedy, urbane, paranoid, biting, talky, meta"
2290,Stardust Memories (1980),"comedy, drama, seth, dvd-video, surreal, relationships, brian"
2291,Edward Scissorhands (1990),"homogeneity, gothic, sad, suburbia, freaks, beautiful, dark, unbelievable, ohsoso, drama, family, xenophobia, creepy, dvd-video, manipulative, surreal, ax-grinding, burton, quirky, antireligious, touching, owned, conte, surreal-panos, goth, lyrical, original, topiary, poignant, unique, predictable, wistful, compassionate, fantasy, comedy, dreamlike, kind, depp, romance, loneliness, visuals, bd-video, unusual, weird, funny"
2292,Overnight Delivery (1998),"romance, comedy"
2293,Shadrach (1998),"death, children, drama, story"
2294,Antz (1998),"revolutionary, short, bugs, capitalism, dreamworks, dvd-video, adventure, animation, animated, anti-war, children, avi, pixar, fantasy, comedy, anime, military, adult, funny"
2295,"Impostors, The (1998)","screwball, comedy, farce"
2296,"Night at the Roxbury, A (1998)","stupid, comedy, dumb, emiliooooo"
2297,What Dreams May Come (1998),"suicide, imaginative, philosophy, scenic, drama, adventure, afterlife, surreal, buy, heaven, favorite, thought-provoking, love, fantasy, metaphysics, dreamlike, romance, matheson, religion"
2298,Strangeland (1998),"bdsm, thriller, horror"
2299,"Battle of the Sexes, The (1959)",comedy
2300,"Producers, The (1968)","dvd-r, comedy, broadway, theater, remade, bd-r, reviewed, dvd-ram, brilliant, sdfsdfsdfsdfsdfsdf, fraud, nazis"
2301,History of the World: Part I (1981),"mockumentary, comedy, light, madcap, satire, merry, betamax, goofy, silly, irreverent, satirical, musical, parody"
2302,My Cousin Vinny (1992),"mystery, comedy, murder, entertaining, lawyers, law, alabama, trial, courtroom, clv, enjoyable, lawyer, court"
2303,Nashville (1975),"humorous, backstage, drama, political, politics, wry, atmospheric, dvd-video, altman, irreverent, satirical, cathartic, compassionate, musical, criterion, matter-of-fact, breakthroughs"
2304,Love Is the Devil (1998),"biopic, art, drama, artist"
2305,Slam (1998),"drama, poetry, prison, marijuana, deep, drugs, powerful, moving"
2306,Holy Man (1998),"feel-good, comedy"
2307,One Tough Cop (1998),"action, mafia, crime"
2308,Detroit 9000 (1973),"netflix, chase, crime, guns, blaxploitation, action"
2309,"Inheritors, The (Siebtelbauern, Die) (1998)","mystery, drama"
2310,"Mighty, The (1998)","bullying, knights, drama, adolescence, disability, friendship"
2311,2010: The Year We Make Contact (1984),"slow, bd-r, boring, aliens, bg, bd-video, space, dvd, sci-fi, sequel"
2312,Children of a Lesser God (1986),"drama, clearplay, r, compelling, betamax, deafness, disability"
2313,"Elephant Man, The (1980)","dvd-r, terrifying, historical, captivating, sad, atmospheric, freaks, downbeat, biographical, england, cruelty, gentle, drama, etaege, london, stylized, disability, good, lynch, melancholy, bd-r, somber, clv, deformity, melancholic, poignant, biopic, compassionate, abjection, biography, depressing"
2314,Beloved (1998),"bd-r, drama, book"
2315,Bride of Chucky (Child's Play 4) (1998),"comedy, splatter, horror, thriller, dolls, franchise"
2316,Practical Magic (1998),"women, mystery, magic, witches, drama, witch, favorites, own, romance, fantasy, bibliothek"
2317,"Alarmist, The (a.k.a. Life During Wartime) (1997)","quirky, original, comedy, pointless"
2318,Happiness (1998),"neighbors, disgusting, pedophile, dissociation, doctors, perverted, dark, vomit-inducing, drama, family, secrets, fantasies, orgasm, vomit, salespeople, grandparents, teacher, siblings, dialogue, puberty, immigrants, hilarious, facades, sexuality, awkward, normality, aging, long, rape, comedy, workplace, masturbation, loneliness, therapist, plot, hedonist, marriage, ironic, singer, sisters, relationships, self-esteem"
2319,Reach the Rock (1998),"comedy, drama"
2320,Apt Pupil (1998),"psychopaths, murder, drama, holocaust, nazi, violence, own, sociopaths, thriller, nazis, psychological"
2321,Pleasantville (1998),"heartwarming, political, whimsical, marvelous, adultery, drama, satire, witty, stylized, attachment, surreal, touching, fanciful, original, satirical, poignant, fantasy, picture, comedy, thoughtful, affectionate, television, biting, utopia, preachy"
2322,Soldier (1998),"military, junkyard, corny, war, action, sci-fi"
2323,"Cruise, The (1998)","philosophy, documentary"
2324,Life Is Beautiful (La Vita ̬ bella) (1997),"heartwarming, holocaust, sad, humanism, emotional, pro-life, drama, son, witty, optimism, reviewed, subscription, foreign, own, humane, manipulative, moving, benigni, survival, touching, bd-r, menacing, italian, italy, wwii, poignant, father, love, bittersweet, divx, melodrama, comedy, subtitles, sentimental, tragic, romance, war, tearjerking, funny, whimsical"
2325,Orgazmo (1997),"dvd-r, comedy, satire, mormon, funny, dvd-ram, pornography, religion"
2326,Shattered Image (1998),"thriller, drama"
2327,Tales from the Darkside: The Movie (1990),"splatter, mummy, horror, thriller, fantasy"
2328,Vampires (1998),"western, vampire, splatter, horror, mysoginistic, gothic, prostitution, vampires"
2329,American History X (1998),"top, flashbacks, holocaust, confrontational, prison, backgrounds, rated-r, racism, deep, forceful, emotional, gripping, gangs, brainwashing, crime, drama, justice, stylized, dvd-video, heartbreaking, onesided, siblings, brutal, dvd, neonazis, tense, tragedy, thuggery, story, owned, rent, simplistic, clever, awsom, avi, mnm, vhs, pete, angry, cinematography, thought-provoking, race, divx, skinhead, rape, politics, nazi, neo-nazis, violence, brothers, tattoo, friendship, nazis, disturbing, skinheads, intolerance, redemption"
2330,Hands on a Hard Body (1996),"humorous, competition, deadpan, comedy, trucks, contest, documentary, endurance, texas, wry, rednecks, overrated, criterion, matter-of-fact, pg"
2331,Living Out Loud (1998),"comedy, drama, erotic, loneliness, romance, original, relationships, bibliothek"
2332,Belly (1998),"original, crime, drama"
2333,Gods and Monsters (1998),"drama, clearplay, homosexuality, hollywood, r, homophobia, gay"
2334,"Siege, The (1998)","rendition, owned, torture, clearplay, prescient, r, racism, bombs, thriller, terrorism, action, islam, jihad"
2335,"Waterboy, The (1998)","stupid, comedy, sports, hilarious, football, funny, fun"
2336,Elizabeth (1998),"historical, british, to-rent, factual, biopics, costumes, biographical, england, drama, elizabethan, dvd, monarchy, r, history, long, royalty, head-of-state, biography, nobility, r-rated, religion"
2337,Velvet Goldmine (1998),"music, flashy, backstage, soundtrack, glam, drama, dreamlike, enigmatic, queer, hallucinatory, decadent, sexual, rococo, gay, lavish"
2338,I Still Know What You Did Last Summer (1998),"mystery, horror, sequels, slasher, thriller, suspense"
2339,I'll Be Home For Christmas (1998),"holiday, comedy, christmas, romance, original"
2340,Meet Joe Black (1998),"supernatural, slow, time, romance, lies, death, aging, watched, impersonation"
2341,Dancing at Lughnasa (1998),"ireland, drama, relationships, irish"
2342,Hard Core Logo (1996),"music, mockumentary, comedy, drama"
2343,"Naked Man, The (1998)",drama
2344,Runaway Train (1985),"train, drama, clv, adventure, betamax, thriller, trains, action"
2345,Desert Bloom (1986),"drama, vhs"
2346,"Stepford Wives, The (1975)","women, mystery, housewives, creepy, remade, bd-r, ominous, thriller, sci-fi"
2347,"Pope of Greenwich Village, The (1984)","mob, betamax, gangsters, drama"
2348,Sid and Nancy (1986),"drama, nyc, biography, punks, betamax, heroin, punk, criterion, bio, drugs, library, biographical"
2349,Mona Lisa (1986),"comedy, reviewed, betamax, thriller, pornography, prostitution, criterion"
2350,Heart Condition (1990),"vengeance, comedy, ghosts"
2351,"Nights of Cabiria (Notti di Cabiria, Le) (1957)","matter-of-fact, drama, sentimental, affectionate, prostitution, bd-r, prostitutes, poignant, compassionate, criterion, bittersweet, earnest"
2352,"Big Chill, The (1983)","comedy, drama, parzen, zim, funeral, charles, bd-r, suicide, friendship, criterion"
2353,Enemy of the State (1998),"chase, nonsensical, lawyers, scope, nsa, baltimore, spying, etaege, surveillance, touchstone, clearplay, hackers, corruption, action-packed, r, exciting, thriller, lawyer, conspiracy, espionage, politics, tech, bullplop, paranoid, action"
2354,"Rugrats Movie, The (1998)","comedy, children, klasky-csupo, cartoon, animation, animated"
2355,"Bug's Life, A (1998)","nature, community, insects, buddy, characters, heterosexuality, delights, bibliothek, acting, food, bugs, witty, humor, oppression, adventure, animation, inventor, good, animated, story, humorous, children, flying, avi, pixar, watched, fun, comedy, royalty, disney, cute, circus, funny"
2356,Celebrity (1998),"comedy, obsession, boring, original, dialogue"
2357,Central Station (Central do Brasil) (1998),"orphans, gritty, heartwarming, literate, trains, emotional, drama, cynicism, reviewed, drab, foreign, bus, teacher, christians, alcoholism, bleak, r, love, compassionate, bittersweet, letters, loner, transition, monotonous, faith, brazil, religion, literacy"
2358,Savior (1998),"thoughtful, drama, betrayal, lenght, shooting, kosovo, birth, war, genocide, disturbing, anti-war, baby, anti-hero"
2359,Waking Ned Devine (a.k.a. Waking Ned) (1998),"quirky, british, comedy, heartwarming, ireland, dvd-video, irish, feel-good, pg"
2360,"Celebration, The (Festen) (1998)","racism, suicide, gutwrenching, bibliothek, incest, family, drama, secrets, forest, speech, siblings, psychological, freemason, skinut, groundbreaking, estate, poignant, birthday, chefs, masterpiece, dogma, letters, waitress, disturbing"
2361,Pink Flamingos (1972),"dvd-r, egg, divine, anus, sexual, raunchy, incest, castration, zoophilia, dvd-video, obesity, controversial, campy, kidnapping, quirky, sleaze, excrement, clv, revenge, satirical, fire, rivalry, birthday, transvestism, comedy, trashy, cannibalism, goofy, silly, coprophagia, gender-bending, disturbing, pornography"
2362,Glen or Glenda (1953),"drama, clv, transvestite"
2363,Godzilla (Gojira) (1954),"radiation, drama, horror, japan, toho, kickass, bd-r, tokyo, score, nuclear, allegory, anti-war, godzilla, sci-fi, criterion, kaiju"
2364,"Godzilla 1985: The Legend Is Reborn (Gojira) (Godzilla) (Return of Godzilla, The) (1984)","horror, toho, betamax, tokyo, thriller, monster, action, sci-fi, kaiju, godzilla"
2365,King Kong vs. Godzilla (Kingukongu tai Gojira) (1962),"japan, toho, vhs, tokyo, bd-video, drugs, monster, action, sci-fi, kaiju, godzilla"
2366,King Kong (1933),"dvd-r, classic, gorilla, stop-motion, monster, dinosaurs, puppetry, effects, scary, dvd-video, adventure, dvd-ram, dvd, stereotypes, tense, thought-provoking, fantasy, horror, influential, monkey, action, island"
2367,King Kong (1976),"wtc, environmental, island, bd-r, adventure, romance, betamax, thriller, fantasy, remake, monster, sci-fi"
2368,King Kong Lives (1986),"adventure, original, remake, monster, sci-fi"
2369,Desperately Seeking Susan (1985),"comedy, drama, betamax, romance, madonna"
2370,"Emerald Forest, The (1985)","drama, adventure, indians, betamax, jungle, action"
2371,Fletch (1985),"chase, mystery, comedy, crime, journalism, investigation, vhs, tv, silly, adultery, dvd, quotable, impostor"
2372,Fletch Lives (1989),"betamax, chase, goofy, comedy"
2373,Red Sonja (1985),"magic, pulp, adventure, betamax, action, fantasy"
2374,Gung Ho (1986),"workplace, betamax, comedy, drama"
2375,"Money Pit, The (1986)","comedy, family, clv, betamax, marriage, long"
2376,"View to a Kill, A (1985)","espionage, murder, bond, vhs, iceland, adventure, betamax, bd-video, thriller, clv, action, franchise, assassin"
2377,Lifeforce (1985),"vampires, horror, mars, bd-r, alien, aliens, sci-fi"
2378,Police Academy (1984),"dormitory, comedy, crime, police, policial, classic, riot, silly, franchise, funny"
2379,Police Academy 2: Their First Assignment (1985),"comedy, crime, police, sequels, dumb, nostalgia, classic, betamax, franchise"
2380,Police Academy 3: Back in Training (1986),"comedy, crime, police, nostalgia, betamax, franchise"
2381,Police Academy 4: Citizens on Patrol (1987),"comedy, crime, police, nostalgia, betamax, franchise, funny"
2382,Police Academy 5: Assignment: Miami Beach (1988),"comedy, crime, police, nostalgia, betamax, miami, recorded, beach, franchise"
2383,Police Academy 6: City Under Siege (1989),"comedy, crime, police, tv, franchise"
2384,Babe: Pig in the City (1998),"pig, dark, acting, drama, humor, scirpt, animals, babe, adventure, animation, dialogue, children, pigs, lighthearted, bacon, steak, masterpiece, comedy, crap, dumb, cute"
2385,Home Fries (1998),"romance, comedy"
2386,Jerry Springer: Ringmaster (1998),"comedy, drama, original, predictable, pornography"
2387,Very Bad Things (1998),"abhorrent, comedy, crime"
2388,Steam: The Turkish Bath (Hamam) (1997),"romance, rome, gay, drama"
2389,Psycho (1998),"crime, murder, horror, thriller, original, hitchcock, remake"
2390,Little Voice (1998),"original, comedy"
2391,"Simple Plan, A (1998)","murder, heist, suicide, trust, hillbillies, crime, drama, greed, noir, cover-up, suspense, tragedy, psychology, morality, airplane, thriller, teenagers, parenthood, money, loneliness"
2392,Jack Frost (1998),"holiday, comedy, children, drama, touching, christmas"
2393,Star Trek: Insurrection (1998),"future, murder, drama, nerdy, tv, romance, bd-video, franchise, aliens, sttng, space, action, sci-fi, earnest"
2394,"Prince of Egypt, The (1998)","religion, forgiveness, inspiring, cartoon, characters, christianity, soundtrack, dreamworks, religious, animation, dvd, story, owned, biblical, prince, egypt, excellent, musical, bible, music, moses, animated, slavery"
2395,Rushmore (1998),"deadpan, literate, criterion, usa, sarcasm, soundtrack, drama, witty, stylized, teacher, quirky, clever, lovable, love, bittersweet, comedy, affectionate, odd, romance, silly, irreverent"
2396,Shakespeare in Love (1998),"british, comedy, owned, drama, clearplay, england, veja, bd-r, elizabethan, r, own, romance, overrated, shakespeare, period, dramedy, theatre, renaissance"
2397,Mass Appeal (1984),"gay, catholicism, drama, mentor"
2398,Miracle on 34th Street (1947),"holiday, comedy, psychiatry, drama, children, owned, dated, christmas, remade, classic, courtroom, clv, bd-video, bland, stress, sappy"
2399,Santa Claus: The Movie (1985),"holiday, children, christmas, adventure, betamax, childhood, fantasy"
2400,Prancer (1989),"holiday, children, drama, christmas, fantasy"
2401,Pale Rider (1985),"western, gold, miners, bd-r, classic, reviewed, horses, outlaws, gunfight"
2402,Rambo: First Blood Part II (1985),"camp, torture, clv, adventure, betamax, thriller, jungle, archery, action"
2403,First Blood (Rambo: First Blood) (1982),"fish, drama, etaege, tense, violence, classic, clv, adventure, memories, bd-video, thriller, reviewed, script, dvd, action, hiding"
2404,Rambo III (1988),"ridiculous, afghanistan, muyahidin, soldiers, adventure, warriors, betamax, thriller, fighting, rambo, war, archery, action"
2405,"Jewel of the Nile, The (1985)","comedy, okay, adventure, romance, betamax, treasure, river, action, sequel"
2406,Romancing the Stone (1984),"comedy, romans, rent, foqam, reviewed, tv, adventure, romance, bd-video, thriller, cool, treasure, jungle, writer, action"
2407,Cocoon (1985),"comedy, soft, bd-r, alien, clv, aliens, ok, sci-fi"
2408,Cocoon: The Return (1988),"comedy, sequels, immortality, sci-fi, sequel"
2409,Rocky II (1979),"action, underdog, drama, sports, fight, reviewed, boxing, classic, balboa, ego, fighting, nostalgic, stallone, franchise, rocky"
2410,Rocky III (1982),"action, drama, sports, boxing, fighting, rematch, underdog, franchise, philadelphia"
2411,Rocky IV (1985),"music, action, soundtrack, drama, russia, sports, nationalism, boxing, betamax, fighting, campy, franchise"
2412,Rocky V (1990),"drama, betrayal, sports, boxing, clv, self-parody, fighting, box, action, franchise"
2413,Clue (1985),"quirky, mystery, comedy, crime, murder, whodunit, blackmail, betamax, classical, thriller, bd-video, hilarious"
2414,Young Sherlock Holmes (1985),"mystery, children, english, avi, european, adventure, betamax, clv, thriller, realism, get, action, fantasy"
2415,Violets Are Blue... (1986),"drama, betamax, romance, plot, relationships"
2416,Back to School (1986),"betamax, trivial, comedy, college"
2417,Heartburn (1986),"comedy, drama, infidelity, betamax, boring, marriage, relationships"
2418,Nothing in Common (1986),"comedy, divorce"
2419,Extremities (1986),"rape, drama, intense, betamax, thriller, revenge"
2420,"Karate Kid, The (1984)","childish, bullying, comedy, drama, karate, violence, classic, kate, seen, get, good, underdog, inspirational, divx, mentor"
2421,"Karate Kid, Part II, The (1986)","childish, drama, japan, karate, adventure, betamax, action, inspirational, mentor"
2422,"Karate Kid, Part III, The (1989)","competition, bonsai, children, drama, karate, coercion, story, nostalgia, horticulture, adventure, sentiment, stupidity, okinawa, veterans, action, franchise, sequel, mentor"
2423,Christmas Vacation (National Lampoon's Christmas Vacation) (1989),"chase, holiday, comedy, neighbors, humor, weihnachtsfilm, christmas, f, classic, suburbia, clv, boss, bd-video, franchise, funny"
2424,You've Got Mail (1998),"romantic, sunny, romcom, internet, unrealistic, flick, kitsch, aol, overrated, remake, bookshop, boring, predictable, books, e-mail, comedy, worn-out, sentimental, cliche, romance, cheesy"
2425,"General, The (1998)","ireland, crime, irish"
2426,"Theory of Flight, The (1998)","comedy, drama, romance, disability, redemption"
2427,"Thin Red Line, The (1998)","nature, reflective, atmospheric, elegiac, philosophical, criterion, bibliothek, drama, narrated, dvd-video, overrated, remake, psychology, melancholy, library, deliberate, lyrical, cinematography, guadalcanal, music, thruthful, maybe, seen, war, meditative, action"
2428,"Faculty, The (1998)","teen, horror, sports, postmodern, suspense, cliche, scary, f, alien, btaege, aliens, thriller, remake, saneism, heterosexuality, sci-fi, funny, parody"
2429,Mighty Joe Young (1998),"drama, family, adventure, thriller, jungle, action, fantasy"
2430,Mighty Joe Young (1949),"dvd-r, children, drama, lions, dvd-video, adventure, stop-motion, dvd-ram"
2431,Patch Adams (1998),"doctors, insulting, medschool, unrealistic, komediodramat, drama, documentary, humanity, bad, unfunny, paris, underrated, medicien, love, comedy, schmaltzy, doctor, inspirational, medicine, cheesy"
2432,Stepmom (1998),"divorce, drama, family, disease, cancer"
2433,"Civil Action, A (1998)","environmental, drama, lawyers, courtroom, clv, lawyer"
2434,Down in the Delta (1998),"feel-good, drama, slavery"
2435,Hurlyburly (1998),"drugs, dvd, drama"
2436,Tea with Mussolini (1999),"non-fiction, comedy, tjejfilm, drama, italy, fascism, war, wartime"
2437,Wilde (1997),"glbt, drama, biography, prison, oscar, writers, queer, sexuality, biopics, gay, ohsoso"
2438,Outside Ozona (1998),"thriller, comedy, drama"
2439,Affliction (1997),"bleak, drama, true, depressing, agonizing"
2440,Another Day in Paradise (1998),"drugs, drama"
2441,"Hi-Lo Country, The (1998)","western, drama, romance, friendship, gunfight, bibliothek"
2442,Hilary and Jackie (1998),"music, touching, drama, biography, bibliothek, seen, biopic, musicians"
2443,Playing by Heart (1998),"own, romance, drama, relationships"
2444,24 7: Twenty Four Seven (1997),"violence, comedy, drama, boxing"
2445,At First Sight (1999),"romance, blindness, drama"
